Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,W,WRDS,150,B,751,Writing and Research in the Disciplines,Mi-Young Kim,29,72.2,75.0,69.3,76.0,82.0,30.0,1.0,0.0,1.0,0.0,2.0,4.0,6.0,6.0,6.0,0.0,0.0
UBCV,2023,W,WRDS,150,B,752,Writing and Research in the Disciplines,Jaclyn Rea,30,80.8,84.0,76.0,90.0,99.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,5.0,6.0,8.0
UBCV,2023,W,WRDS,150,B,806,Writing and Research in the Disciplines,Mi-Young Kim,29,70.8,77.5,70.5,80.0,86.0,18.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,8.0,7.0,2.0,0.0
UBCV,2023,W,WRDS,150,B,807,Writing and Research in the Disciplines,Mi-Young Kim,30,71.2,73.5,70.0,77.3,85.0,17.0,2.0,0.0,0.0,0.0,3.0,4.0,8.0,7.0,1.0,3.0,0.0
UBCV,2023,W,WRDS,150,B,808,Writing and Research in the Disciplines,Mi-Young Kim,28,72.5,77.0,69.5,79.5,85.0,11.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,8.0,6.0,1.0,0.0
UBCV,2023,W,WRDS,150,B,809,Writing and Research in the Disciplines,Mi-Young Kim,25,74.0,75.0,73.0,80.0,86.0,50.0,0.0,1.0,1.0,2.0,0.0,1.0,9.0,4.0,5.0,2.0,0.0
UBCV,2023,W,WRDS,150,B,810,Writing and Research in the Disciplines,Rohan Karpe,30,72.2,77.5,75.0,80.8,84.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,10.0,11.0,0.0,0.0
UBCV,2023,W,WRDS,150,B,811,Writing and Research in the Disciplines,Susan Blake,23,88.9,90.0,87.0,93.0,95.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,12.0
UBCV,2023,W,WRDS,150,B,812,Writing and Research in the Disciplines,Adrian Lou,30,77.4,77.0,72.0,83.0,95.0,58.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,5.0,5.0,2.0
UBCV,2023,W,WRDS,150,B,813,Writing and Research in the Disciplines,Laila Ferreira,15,80.5,80.0,74.0,87.0,94.0,66.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,5.0,2.0
UBCV,2023,W,WRDS,150,B,821,Writing and Research in the Disciplines,Kin Wai Dennis Foung,30,83.2,86.5,80.5,88.8,90.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,13.0,5.0
UBCV,2023,W,WRDS,150,B,822,Writing and Research in the Disciplines,Adrian Lou,31,76.9,78.0,73.0,85.0,91.0,13.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,6.0,6.0,6.0,2.0
UBCV,2023,W,WRDS,150,B,823,Writing and Research in the Disciplines,Laila Ferreira,19,82.6,83.0,79.5,86.0,86.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,8.0,0.0
UBCV,2023,W,WRDS,150,B,831,Writing and Research in the Disciplines,Laila Ferreira,22,77.2,81.0,70.8,83.0,86.0,57.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,10.0,3.0,0.0
UBCV,2023,W,WRDS,150,B,832,Writing and Research in the Disciplines,Nazih El-Bezre,28,77.4,80.0,72.8,84.0,88.0,55.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,2.0,9.0,6.0,0.0
UBCV,2023,W,WRDS,150,B,833,Writing and Research in the Disciplines,Susan Blake,28,87.9,89.0,87.0,90.0,92.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,11.0
UBCV,2023,W,WRDS,150,B,841,Writing and Research in the Disciplines,Kin Wai Dennis Foung,28,82.1,87.0,79.8,90.0,90.0,48.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,8.0,9.0
UBCV,2023,W,WRDS,150,B,842,Writing and Research in the Disciplines,Nazih El-Bezre,29,73.5,80.0,71.5,83.0,84.0,3.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0,2.0,16.0,0.0,0.0
UBCV,2023,W,WRDS,150,B,843,Writing and Research in the Disciplines,Susan Blake,25,87.2,89.5,87.8,90.3,95.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,12.0
UBCV,2023,W,WRDS,150,B,851,Writing and Research in the Disciplines,Kin Wai Dennis Foung,30,80.9,87.0,74.3,89.0,90.0,50.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,3.0,10.0,7.0
UBCV,2023,W,WRDS,150,B,852,Writing and Research in the Disciplines,Katja Thieme,29,75.6,78.0,70.0,84.0,87.0,38.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0,3.0,6.0,6.0,0.0
UBCV,2023,W,WRDS,150,B,861,Writing and Research in the Disciplines,Andrew Connolly,32,70.4,72.0,68.0,78.0,87.0,17.0,2.0,0.0,0.0,3.0,2.0,7.0,5.0,5.0,6.0,1.0,0.0
UBCV,2023,W,WRDS,150,B,871,Writing and Research in the Disciplines,Kimberly Richards,32,91.4,92.5,87.0,96.0,99.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,20.0
UBCV,2023,W,WRDS,150,B,872,Writing and Research in the Disciplines,Andrew Connolly,16,66.3,74.0,65.8,75.3,82.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0
UBCV,2023,W,WRDS,150,B,881,Writing and Research in the Disciplines,Kimberly Richards,32,84.5,85.0,82.0,90.3,94.0,65.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,8.0,10.0,9.0
UBCV,2023,W,WRDS,150,B,891,Writing and Research in the Disciplines,Andrew Connolly,30,65.6,70.0,65.0,75.0,84.0,10.0,2.0,3.0,0.0,0.0,5.0,6.0,7.0,3.0,3.0,0.0,0.0
UBCV,2023,W,WRDS,150,B,901,Writing and Research in the Disciplines,Thomas Andrews,32,77.0,75.5,71.8,82.0,93.0,63.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,3.0,7.0,5.0,1.0
UBCV,2023,W,WRDS,150,B,911,Writing and Research in the Disciplines,Thomas Andrews,30,73.6,76.5,70.3,80.8,93.0,39.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,9.0,6.0,2.0,1.0
UBCV,2023,W,WRDS,150,B,912,Writing and Research in the Disciplines,Michael Schandorf,32,91.4,94.0,86.3,97.0,100.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,21.0
UBCV,2023,W,WRDS,150,B,921,Writing and Research in the Disciplines,Michael Schandorf,32,91.8,94.0,91.0,98.0,100.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0
UBCV,2023,W,WRDS,150,B,922,Writing and Research in the Disciplines,Thomas Andrews,29,71.9,76.0,69.0,81.0,88.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0,3.0,5.0,5.0,4.0,0.0
UBCV,2023,W,WRDS,150,B,923,Writing and Research in the Disciplines,Krista Sigurdson,30,74.9,77.5,74.0,81.5,88.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,6.0,7.0,5.0,0.0
UBCV,2023,W,WRDS,150,B,931,Writing and Research in the Disciplines,Michael Schandorf,32,90.6,94.0,87.5,96.5,100.0,69.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,22.0
UBCV,2023,W,WRDS,150,B,932,Writing and Research in the Disciplines,Jennifer Gagnon,30,74.8,77.5,72.0,80.0,86.0,38.0,1.0,0.0,0.0,0.0,2.0,4.0,7.0,6.0,9.0,1.0,0.0
UBCV,2023,W,WRDS,150,B,933,Writing and Research in the Disciplines,Rohan Karpe,30,77.4,77.0,76.0,81.0,84.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,12.0,10.0,0.0,0.0
UBCV,2023,W,WRDS,150,B,941,Writing and Research in the Disciplines,Sang Yin Wu,28,77.4,80.0,71.0,85.5,92.0,48.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,2.0,5.0,7.0,2.0
UBCV,2023,W,WRDS,150,B,951,Writing and Research in the Disciplines,Jennifer Gagnon,30,75.7,77.0,74.0,79.5,83.0,55.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,11.0,8.0,0.0,0.0
UBCV,2023,W,WRDS,250,,1,Evaluating Knowledge Production and Mobilization,Louis Maraj,30,97.5,100.0,98.0,100.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0
UBCV,2023,W,WRDS,350,,1,Knowledge-Making in the Disciplines,Stephen Dadugblor,29,80.1,88.0,77.0,95.0,99.0,18.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,13.0
UBCV,2023,W,WRDS,350,,2,Knowledge-Making in the Disciplines,Michael Schandorf,28,87.3,90.0,79.0,100.0,100.0,49.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,18.0
UBCV,2023,W,WRDS,350,,3,Knowledge-Making in the Disciplines,Susan Blake,16,84.5,88.0,82.0,93.0,95.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0
UBCV,2023,W,WRDS,350,,11,Knowledge-Making in the Disciplines,Nazih El-Bezre,7,70.7,80.0,66.5,81.0,87.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
UBCV,2023,W,WRDS,350,,12,Knowledge-Making in the Disciplines,Alexis McGee,27,75.7,80.0,65.5,86.0,92.0,31.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,6.0,8.0,1.0
UBCV,2023,W,WRDS,360,,100,Knowledge Popularization: Research Writing in New Media,Stephen Dadugblor,7,94.4,97.0,92.0,97.0,98.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
UBCV,2023,W,CHBE,201,,101,Integrated Technical Communication,Hongxing Estella Qi;Michael Schoen,37,76.3,77.0,74.0,79.0,88.0,47.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,7.0,1.0,0.0
UBCV,2023,W,CHBE,201,,102,Integrated Technical Communication,Hongxing Estella Qi;Michael Schoen,41,72.8,76.0,70.0,80.0,85.0,44.0,4.0,0.0,2.0,1.0,2.0,2.0,8.0,9.0,10.0,3.0,0.0
UBCV,2023,W,CHBE,201,,103,Integrated Technical Communication,Hongxing Estella Qi;Michael Schoen,36,77.1,80.0,76.0,82.0,89.0,47.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,14.0,4.0,0.0
UBCV,2023,W,CHBE,220,,101,Founding Principles in Chemical and Biological Engineering I,Jonathan Verrett,117,72.7,74.0,68.0,81.0,93.0,43.0,9.0,0.0,3.0,5.0,7.0,21.0,17.0,20.0,19.0,8.0,7.0
UBCV,2023,W,CHBE,221,,201,Founding Principles in Chemical and Biological Engineering II,Gabriel Potvin,111,71.5,73.0,63.0,81.0,96.0,19.0,11.0,1.0,2.0,16.0,9.0,10.0,10.0,14.0,13.0,14.0,9.0
UBCV,2023,W,CHBE,230,,201,Computational Methods,James Jingtao Feng,173,70.3,71.0,61.0,81.8,97.0,15.0,12.0,9.0,16.0,13.0,18.0,19.0,23.0,8.0,16.0,25.0,11.0
UBCV,2023,W,CHBE,241,,101,Material and Energy Balances,Seyyed Alireza Bagherzadeh Hosseini,223,73.1,74.0,67.0,84.0,100.0,4.0,18.0,15.0,1.0,9.0,15.0,33.0,27.0,21.0,31.0,24.0,26.0
UBCV,2023,W,CHBE,244,,201,Chemical and Biological Engineering Thermodynamics I,Savvas Hatzikiriakos,231,69.2,68.0,56.0,84.0,100.0,0.0,25.0,18.0,22.0,26.0,17.0,22.0,15.0,7.0,20.0,15.0,39.0
UBCV,2023,W,CHBE,251,,201,Transport Phenomena I,Mark Martinez,116,76.6,78.0,70.0,87.0,98.0,11.0,4.0,2.0,5.0,7.0,7.0,10.0,14.0,10.0,20.0,12.0,22.0
UBCV,2023,W,CHBE,263,,101,Introduction to Chemical and Biological Engineering Laboratory Practice,Pranav Chintalapati,28,82.5,84.5,78.5,88.3,91.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,8.0,6.0
UBCV,2023,W,CHBE,263,,102,Introduction to Chemical and Biological Engineering Laboratory Practice,Pranav Chintalapati,27,83.3,84.0,80.5,88.0,91.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,9.0,4.0
UBCV,2023,W,CHBE,263,,103,Introduction to Chemical and Biological Engineering Laboratory Practice,Pranav Chintalapati,30,86.9,87.0,80.0,93.8,96.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,14.0
UBCV,2023,W,CHBE,263,,104,Introduction to Chemical and Biological Engineering Laboratory Practice,Pranav Chintalapati,26,81.5,82.0,76.0,86.5,95.0,67.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,5.0,8.0,3.0
UBCV,2023,W,CHBE,264,,201,Chemical and Biological Engineering Laboratory,Pranav Chintalapati,102,81.7,82.5,78.8,85.0,91.0,63.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,13.0,41.0,26.0,7.0
UBCV,2023,W,CHBE,344,,101,Introduction to Unit Operations,Savvas Hatzikiriakos,51,78.1,80.0,70.8,85.8,100.0,41.0,1.0,1.0,1.0,4.0,1.0,5.0,6.0,5.0,11.0,8.0,7.0
UBCV,2023,W,CHBE,345,,201,Unit Operations,Heather Trajano,94,68.9,72.0,62.5,80.5,99.0,6.0,10.0,4.0,2.0,8.0,13.0,9.0,12.0,12.0,9.0,9.0,6.0
UBCV,2023,W,CHBE,346,,101,Chemical and Biological Engineering Thermodynamics II,Petros Englezos,102,64.9,66.5,54.0,78.0,99.0,15.0,10.0,17.0,13.0,7.0,9.0,11.0,7.0,6.0,11.0,3.0,8.0
UBCV,2023,W,CHBE,352,,101,Transport Phenomena II,Mark Martinez,110,70.8,72.0,63.0,79.0,99.0,30.0,3.0,7.0,5.0,14.0,10.0,14.0,16.0,13.0,15.0,5.0,7.0
UBCV,2023,W,CHBE,355,,201,Kinetics and Reactor Design,Vikramaditya Yadav,98,75.9,77.0,71.0,82.0,99.0,26.0,1.0,3.0,1.0,1.0,7.0,14.0,15.0,17.0,24.0,6.0,7.0
UBCV,2023,W,CHBE,356,,201,Process Dynamics and Control,Yankai Cao,124,77.5,79.0,72.0,88.0,100.0,26.0,5.0,5.0,1.0,4.0,2.0,13.0,16.0,17.0,19.0,16.0,25.0
UBCV,2023,W,CHBE,362,,101,Process Engineering Laboratory,John Frostad,101,81.9,84.0,76.8,88.3,97.0,29.0,1.0,1.0,1.0,0.0,2.0,3.0,14.0,13.0,22.0,23.0,20.0
UBCV,2023,W,CHBE,364,,101,Environmental Engineering Laboratory,Pranav Chintalapati,30,90.1,91.0,89.0,92.0,93.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0
UBCV,2023,W,CHBE,365,,201,Biological Engineering  Laboratory,Aimee Louise Creagh,33,81.0,82.0,79.0,86.0,91.0,58.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,12.0,8.0,3.0
UBCV,2023,W,CHBE,366,,201,Chemical Engineering Laboratory,Pranav Chintalapati,57,83.3,86.0,80.0,92.0,95.0,54.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,11.0,11.0,21.0
UBCV,2023,W,CHBE,370,,101,Fundamentals of Sustainable Engineering,Xiaotao Bi,139,79.0,81.0,76.3,84.0,95.0,24.0,2.0,0.0,2.0,3.0,1.0,12.0,12.0,28.0,48.0,24.0,6.0
UBCV,2023,W,CHBE,373,,101,Water and Wastewater Technology and Engineering,Madjid Mohseni,49,71.6,74.0,64.0,77.0,96.0,40.0,3.0,1.0,4.0,4.0,6.0,4.0,9.0,6.0,4.0,2.0,6.0
UBCV,2023,W,CHBE,376,,201,Computer Flowsheeting and Unit Operation Design,Jonathan Verrett,101,76.8,82.0,69.8,90.0,100.0,5.0,8.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,16.0,14.0,26.0
UBCV,2023,W,CHBE,381,,201,Biological Engineering and Bio-Manufacturing I,James Piret,44,79.0,77.5,73.0,82.8,97.0,65.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,11.0,10.0,6.0,5.0
UBCV,2023,W,CHBE,402,,201,Biomass Fractionation Technology,Heather Trajano,10,90.8,90.5,89.3,93.5,97.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0
UBCV,2023,W,CHBE,419,,201,Industrial Biotechnology Laboratory,Aimee Louise Creagh,11,83.5,84.0,82.5,84.5,87.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0
UBCV,2023,W,CHBE,453,,1,Biological Process and Product Design,Susan Baldwin;Sergio Berretta;Petros Englezos;Dusko Posarac;Kevin Smith;Jonathan Verrett,32,83.2,83.0,78.5,88.5,93.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,8.0,9.0,5.0
UBCV,2023,W,CHBE,454,,1,Chemical Process and Product Design,Susan Baldwin;Sergio Berretta;Petros Englezos;Dusko Posarac;Kevin Smith;Jonathan Verrett,73,80.5,84.0,79.0,86.0,88.0,50.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,8.0,22.0,32.0,0.0
UBCV,2023,W,CHBE,456,,101,Heterogenous Catalysis and Advanced Reactor Design,David Chester Upham,109,78.1,79.0,72.0,85.5,96.0,41.0,1.0,2.0,2.0,2.0,6.0,13.0,13.0,18.0,17.0,18.0,15.0
UBCV,2023,W,CHBE,459,,201,Chemical and Biological Engineering Economics,Earl Foster,144,73.0,70.0,64.0,82.5,100.0,50.0,0.0,7.0,9.0,18.0,21.0,20.0,16.0,9.0,13.0,9.0,21.0
UBCV,2023,W,CHBE,464,,1,Chemical and Biological Engineering Laboratory,Gabriel Potvin,106,86.0,86.0,83.0,90.0,97.0,63.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,14.0,11.0,39.0,34.0
UBCV,2023,W,CHBE,471,,101,Chemical Process Engineering,Pranav Chintalapati,72,78.9,82.0,70.0,87.0,98.0,43.0,1.0,3.0,2.0,1.0,6.0,7.0,1.0,9.0,15.0,13.0,14.0
UBCV,2023,W,CHBE,472,,201,Technologies for Human and Environmental Health,Jane Hill,6,79.8,81.0,79.3,83.5,84.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0
UBCV,2023,W,CHBE,473,,201,Environmental Engineering and Sustainability Leadership,Naoko Ellis,11,86.6,87.0,85.0,90.5,91.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0
UBCV,2023,W,CHBE,474,,101,Process Control Engineering,Seyyed Alireza Bagherzadeh Hosseini,36,84.0,83.0,81.0,88.0,95.0,68.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,12.0,6.0,8.0
UBCV,2023,W,CHBE,476,,101,Advanced Process Engineering and Simulation,Simcha Srebnik,45,89.2,92.0,87.8,94.3,96.0,59.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,4.0,31.0
UBCV,2023,W,CHBE,477,,201,Fuel Cell and Electrochemical Engineering,Alexander Jameson,57,87.7,90.0,81.8,94.0,100.0,64.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,11.0,7.0,29.0
UBCV,2023,W,CHBE,478,,201,Polymer Science and Processing.,Earl Foster;Orlando Rojas Gaona,23,82.3,84.0,77.0,90.5,99.0,60.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,7.0
UBCV,2023,W,CHBE,481,,101,Biological Engineering and Bio-Manufacturing II,Charles Haynes,36,79.7,80.0,75.0,86.5,96.0,61.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,6.0,7.0,6.0,5.0
UBCV,2023,W,CHBE,483,,101,Energy Engineering for Climate Change and Sustainability,Siamak Najarian,107,79.9,81.0,73.0,86.0,97.0,52.0,0.0,1.0,3.0,1.0,3.0,10.0,15.0,13.0,24.0,15.0,20.0
UBCV,2023,W,CHBE,485,,101,Air Pollution Prevention and Air Quality Engineering,Anthony K Lau,73,82.2,83.0,78.0,87.0,98.0,61.0,0.0,0.0,0.0,2.0,1.0,3.0,8.0,6.0,24.0,17.0,12.0
UBCV,2023,W,CHBE,486,,201,Waste Mitigation and Processing for Resource Recovery,Anthony K Lau,92,84.1,85.0,81.0,90.0,98.0,54.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,8.0,25.0,22.0,25.0
UBCV,2023,W,CHBE,487,,202,Interfacial Phenomena,Alexander Jameson,6,89.2,92.0,90.3,93.8,96.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
UBCV,2023,W,CHBE,488,,201,"Carbon Capture, Conversion and Sequestration Technologies",Sergio Berretta;Naoko Ellis,34,82.1,83.0,78.3,89.0,95.0,42.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,9.0,8.0,7.0
UBCV,2023,W,CHBE,491,,101,Thesis Proposal,Susan Baldwin;Xiaotao Bi;Naoko Ellis;James Jingtao Feng;John Frostad;Bhushan Gopaluni;Elod Lajos Gyenge;Zachary Hudson;Vasileios Kontogiorgos;Mark MacLachlan;Gabriel Potvin;Kevin Smith;David Chester Upham,9,86.8,91.0,84.0,92.0,93.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0
UBCV,2023,W,CHBE,492,,201,Thesis,Susan Baldwin;Xiaotao Bi;Naoko Ellis;James Jingtao Feng;John Frostad;Bhushan Gopaluni;Elod Lajos Gyenge;Zachary Hudson;Vasileios Kontogiorgos;Mark MacLachlan;Gabriel Potvin;Kevin Smith;David Chester Upham,9,89.0,93.0,86.0,93.0,96.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0
UBCV,2023,W,CHBE,550,,101,Advanced Reactor Design,Kevin Smith,19,86.5,89.0,83.0,94.0,97.0,60.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,8.0
UBCV,2023,W,CHBE,552,,201,Optimization Methods,Petros Englezos;Bhushan Gopaluni,12,85.5,84.5,81.0,89.5,93.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0
UBCV,2023,W,CHBE,553,,201,Mathematical Operations in Chemical Engineering,Anthony Wachs,8,89.6,91.0,85.0,96.0,98.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
UBCV,2023,W,CHBE,554,,201,"Momentum, Heat and Mass Transfer",Mark Martinez,11,93.0,95.0,90.0,95.0,99.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
UBCV,2023,W,CHBE,563,,201,Applied Heterogeneous Catalysis,David Chester Upham,9,90.6,91.0,88.0,94.0,95.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
UBCV,2023,W,CHBE,565,,101,Advanced Process Control,Yankai Cao,10,92.5,95.0,90.5,97.3,98.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0
UBCV,2023,W,CHBE,575,,101,Air Pollution Control,Anthony K Lau,16,85.4,89.0,86.8,95.8,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0
UBCV,2023,W,CHBE,577,,201,"Electrochemical Science, Engineering and Technology",Alexander Jameson,15,82.9,94.0,87.5,96.5,99.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0
UBCV,2023,W,CHBE,583,,101,Energy Engineering for Climate Change and Sustainability,Siamak Najarian,27,82.8,85.0,78.5,90.0,95.0,68.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,8.0
UBCV,2023,W,CHBE,587,,201,Interfacial Phenomena,Alexander Jameson,8,95.7,96.5,93.8,97.8,99.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
UBCV,2023,W,CHBE,588,,201,"Carbon Capture, Conversion and Sequestration Technologies",Sergio Berretta;Naoko Ellis,7,81.4,83.0,75.0,87.0,89.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0
UBCV,2023,W,CHBE,597,,1,M.A.Sc. Thesis Proposal Development,Yankai Cao,17,94.1,95.0,94.0,97.0,100.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0
UBCV,2023,W,CHBE,599,,1,Thesis,,27,91.2,95.0,87.0,95.0,99.0,80.0,,,,,,,,,,,
UBCV,2023,W,CHBE,599,,101,Thesis,,7,89.0,90.0,88.5,90.0,90.0,87.0,,,,,,,,,,,
UBCV,2023,W,MDVL,210,,101,Introduction to Medieval Studies,Stephen Partridge,33,75.3,78.0,74.5,82.0,94.0,13.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,8.0,9.0,3.0,2.0
UBCV,2023,W,MDVL,301,,1,European Literature from the 5th to the 14th Century,Patrick Moran,36,82.33,85.0,77.75,89.25,93.0,24.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,12.0,9.0
UBCV,2023,W,MDVL,310,A,201,Topics in Medieval Studies,Courtney Booker,8,79.88,80.0,74.5,85.5,88.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0
UBCV,2023,W,CCST,500,,1,Seminar in Interdisciplinary Frameworks in Museum and Curatorial Studies,Erin Silver,10,89.8,92.0,84.25,95.5,98.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0
UBCV,2023,W,CCST,501,,1,Seminar in Contemporary Contextual Issues for Museums and Curatorial Practice,Nicole Georgopulos,10,85.5,86.5,83.25,88.5,95.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0
UBCV,2023,W,COEC,293,,2,Financial Accounting,Akash Rattan,103,69.8,75.0,67.0,85.0,95.0,0.0,12.0,4.0,3.0,1.0,7.0,14.0,11.0,5.0,18.0,15.0,12.0
UBCV,2023,W,COEC,294,,1,Managerial Accounting,Douglas Mowbray,31,73.4,73.0,69.0,79.5,91.0,41.0,1.0,0.0,0.0,0.0,6.0,5.0,6.0,5.0,5.0,2.0,1.0
UBCV,2023,W,COEC,365,,1,Market Research,Yi Qian,43,81.8,83.0,80.0,85.0,91.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,17.0,13.0,4.0
UBCV,2023,W,COEC,370,,1,Corporate Finance,Jose Pizarro Zuniga,47,76.9,80.0,67.0,87.0,98.0,41.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,5.0,7.0,8.0,10.0
UBCV,2023,W,COEC,371,,1,Investment Theory,Jose Pizarro Zuniga,40,75.9,76.0,70.5,84.0,94.0,39.0,1.0,0.0,1.0,3.0,3.0,2.0,7.0,6.0,7.0,7.0,2.0
